Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1000,323,1323,Minephyat,MMR016010
 Rural,1354,3488,4842,Minephyat,MMR016010
 Total,2354,3811,6165,Minephyat,MMR016010
