Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,7150,1952,9102,Kengtung,MMR016001
 Rural,9466,15528,24994,Kengtung,MMR016001
 Total,16616,17480,34096,Kengtung,MMR016001
