Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,722,257,979,Naungtayar(ST),MMR014009
 Rural,2747,12853,15600,Naungtayar(ST),MMR014009
 Total,3469,13110,16579,Naungtayar(ST),MMR014009
