Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,33694,8233,41927,Mahaaungmye,MMR010003
 Total,33694,8233,41927,Mahaaungmye,MMR010003
