Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,384,551,935,Namsan(North),MMR015016
 Rural,954,11796,12750,Namsan(North),MMR015016
 Total,1338,12347,13685,Namsan(North),MMR015016
