Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,6316,1930,8246,Zeyarthiri,MMR018001
 Rural,7876,9953,17829,Zeyarthiri,MMR018001
 Total,14192,11883,26075,Zeyarthiri,MMR018001
