Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,13270,1367,14637,Yankin,MMR013010
 Total,13270,1367,14637,Yankin,MMR013010
