Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,23642,8299,31941,Pyin Oo Lwin,MMR010008
 Rural,12185,9256,21441,Pyin Oo Lwin,MMR010008
 Total,35827,17555,53382,Pyin Oo Lwin,MMR010008
