Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,45,462,507,Minesan(Monsan)(ST),MMR014017
 Rural,1311,4848,6159,Minesan(Monsan)(ST),MMR014017
 Total,1356,5310,6666,Minesan(Monsan)(ST),MMR014017
