Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,2761,2134,4895,Ottarathiri,MMR018008
 Rural,4801,8965,13766,Ottarathiri,MMR018008
 Total,7562,11099,18661,Ottarathiri,MMR018008
