Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1632,2983,4615,Minbya,MMR012005
 Rural,1639,30374,32013,Minbya,MMR012005
 Total,3271,33357,36628,Minbya,MMR012005
