Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1837,2760,4597,Ngathaingchaung(ST),MMR017006
 Rural,2494,15822,18316,Ngathaingchaung(ST),MMR017006
 Total,4331,18582,22913,Ngathaingchaung(ST),MMR017006
