Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,2882,2342,5224,Panglong(ST),MMR014011
 Rural,1253,8039,9292,Panglong(ST),MMR014011
 Total,4135,10381,14516,Panglong(ST),MMR014011
