Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,522,192,714,Mabane,MMR015018
 Rural,2867,5051,7918,Mabane,MMR015018
 Total,3389,5243,8632,Mabane,MMR015018
