Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,2142,3115,5257,Zalun,MMR017009
 Rural,6121,30695,36816,Zalun,MMR017009
 Total,8263,33810,42073,Zalun,MMR017009
