Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,992,1184,2176,Kyaikemaraw,MMR011002
 Rural,7581,29131,36712,Kyaikemaraw,MMR011002
 Total,8573,30315,38888,Kyaikemaraw,MMR011002
