Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,714,48,762,Kenglat(ST),MMR016009
 Rural,749,965,1714,Kenglat(ST),MMR016009
 Total,1463,1013,2476,Kenglat(ST),MMR016009
