Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,11,663,674,Homane(ST),MMR014018
 Rural,2,484,486,Homane(ST),MMR014018
 Total,13,1147,1160,Homane(ST),MMR014018
