Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,35436,7884,43320,Thingangyun,MMR013009
 Total,35436,7884,43320,Thingangyun,MMR013009
