Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,37880,11851,49731,Aungmyetharzan,MMR010001
 Total,37880,11851,49731,Aungmyetharzan,MMR010001
