Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,5807,313,6120,Kyauktada,MMR013033
 Total,5807,313,6120,Kyauktada,MMR013033
