Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,499,374,873,Talay(ST),MMR016009
 Rural,663,2482,3145,Talay(ST),MMR016009
 Total,1162,2856,4018,Talay(ST),MMR016009
