Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,3730,3786,7516,Kyaikto,MMR011009
 Rural,8285,22287,30572,Kyaikto,MMR011009
 Total,12015,26073,38088,Kyaikto,MMR011009
