Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,11236,3173,14409,Dawbon,MMR013014
 Total,11236,3173,14409,Dawbon,MMR013014
