Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,19158,15014,34172,Dagon Myothit(Seik),MMR013021
 Rural,1448,2285,3733,Dagon Myothit(Seik),MMR013021
 Total,20606,17299,37905,Dagon Myothit(Seik),MMR013021
