Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1270,1379,2649,Hsihseng,MMR014004
 Rural,3485,26637,30122,Hsihseng,MMR014004
 Total,4755,28016,32771,Hsihseng,MMR014004
