Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,1191,871,2062,Buthidaung,MMR012010
 Rural,1387,7815,9202,Buthidaung,MMR012010
 Total,2578,8686,11264,Buthidaung,MMR012010
