Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,760,395,1155,Ywarngan,MMR014007
 Rural,1447,15746,17193,Ywarngan,MMR014007
 Total,2207,16141,18348,Ywarngan,MMR014007
