Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,33432,1928,35360,Tamway,MMR013015
 Total,33432,1928,35360,Tamway,MMR013015
