Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,859,611,1470,Mineye`,MMR015003
 Rural,942,10916,11858,Mineye`,MMR015003
 Total,1801,11527,13328,Mineye`,MMR015003
