Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,468,690,1158,Kunlon,MMR015020
 Rural,2001,7233,9234,Kunlon,MMR015020
 Total,2469,7923,10392,Kunlon,MMR015020
