Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,22070,9825,31895,Dagon Myothit(East),MMR013020
 Rural,868,1150,2018,Dagon Myothit(East),MMR013020
 Total,22938,10975,33913,Dagon Myothit(East),MMR013020
