Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,751,238,989,Mineyan,MMR016003
 Rural,3995,5135,9130,Mineyan,MMR016003
 Total,4746,5373,10119,Mineyan,MMR016003
