Urban_Rural,Mobile_phone_Yes,Mobile_phone_No,Mobile_phone_Total,Township,MIMU_code
 Urban,24466,9633,34099,Lashio,MMR015001
 Rural,5652,25181,30833,Lashio,MMR015001
 Total,30118,34814,64932,Lashio,MMR015001
