Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,142,20493,20635,Sangyoung,MMR013039
 Total,142,20493,20635,Sangyoung,MMR013039
