Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,7209,51302,58511,Shwepyitha,MMR013007
 Rural,1602,13662,15264,Shwepyitha,MMR013007
 Total,8811,64964,73775,Shwepyitha,MMR013007
