Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,3829,6877,10706,Thaton,MMR011007
 Rural,10573,27005,37578,Thaton,MMR011007
 Total,14402,33882,48284,Thaton,MMR011007
