Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,455,324,779,Manton,MMR015019
 Rural,2241,4663,6904,Manton,MMR015019
 Total,2696,4987,7683,Manton,MMR015019
