Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,872,22190,23062,Kyimyindine,MMR013038
 Total,872,22190,23062,Kyimyindine,MMR013038
