Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,455,323,778,Khawzar,MMR011006
 Rural,2185,1855,4040,Khawzar,MMR011006
 Total,2640,2178,4818,Khawzar,MMR011006
