Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,2980,1191,4171,Naungkhio,MMR015013
 Rural,18235,9818,28053,Naungkhio,MMR015013
 Total,21215,11009,32224,Naungkhio,MMR015013
