Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,928,3687,4615,Minbya,MMR012005
 Rural,904,31109,32013,Minbya,MMR012005
 Total,1832,34796,36628,Minbya,MMR012005
