Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,33346,8581,41927,Mahaaungmye,MMR010003
 Total,33346,8581,41927,Mahaaungmye,MMR010003
