Urban_Rural,Motorcycle_Moped_Yes,Motorcycle_Moped_No,Motorcycle_Moped_Total,Township,MIMU_code
 Urban,417,771,1188,Thabeikkyin,MMR010012
 Rural,12187,12374,24561,Thabeikkyin,MMR010012
 Total,12604,13145,25749,Thabeikkyin,MMR010012
