Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,20536,18903,39439,Kyauktalongyi(ST),MMR014001
 Illiterate,2871,7161,10032,Kyauktalongyi(ST),MMR014001
 Total,23407,26064,49471,Kyauktalongyi(ST),MMR014001
