Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,77813,86409,164222,Kawa,MMR007003
 Illiterate,4172,7470,11642,Kawa,MMR007003
 Total,81985,93879,175864,Kawa,MMR007003
