Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,51703,56861,108564,Okpo,MMR008010
 Illiterate,2413,3695,6108,Okpo,MMR008010
 Total,54116,60556,114672,Okpo,MMR008010
