Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,32960,31761,64721,Kukai,MMR015011
 Illiterate,8889,12763,21652,Kukai,MMR015011
 Total,41849,44524,86373,Kukai,MMR015011
