Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,66780,74276,141056,Waw,MMR007004
 Illiterate,3661,7981,11642,Waw,MMR007004
 Total,70441,82257,152698,Waw,MMR007004
