Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,108535,126057,234592,Mawlamyine,MMR011001
 Illiterate,4687,8515,13202,Mawlamyine,MMR011001
 Total,113222,134572,247794,Mawlamyine,MMR011001
