Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,58850,64222,123072,Padaung,MMR008003
 Illiterate,2779,5104,7883,Padaung,MMR008003
 Total,61629,69326,130955,Padaung,MMR008003
