Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,72111,69003,141114,Kalaw,MMR014005
 Illiterate,5710,14590,20300,Kalaw,MMR014005
 Total,77821,83593,161414,Kalaw,MMR014005
