Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,48094,51190,99284,Ponnagyun,MMR012002
 Illiterate,4350,12789,17139,Ponnagyun,MMR012002
 Total,52444,63979,116423,Ponnagyun,MMR012002
