Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,76150,82526,158676,Paung,MMR011008
 Illiterate,12877,18906,31783,Paung,MMR011008
 Total,89027,101432,190459,Paung,MMR011008
