Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,5806,5136,10942,Kholan(ST),MMR014013
 Illiterate,3710,5159,8869,Kholan(ST),MMR014013
 Total,9516,10295,19811,Kholan(ST),MMR014013
