Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,55743,60875,116618,Tanatpin,MMR007002
 Illiterate,3658,7568,11226,Tanatpin,MMR007002
 Total,59401,68443,127844,Tanatpin,MMR007002
