Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,99219,102528,201747,Lashio,MMR015001
 Illiterate,31213,42505,73718,Lashio,MMR015001
 Total,130432,145033,275465,Lashio,MMR015001
