Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,63519,81107,144626,Tamway,MMR013015
 Illiterate,1151,2273,3424,Tamway,MMR013015
 Total,64670,83380,148050,Tamway,MMR013015
