Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,27665,30832,58497,Lamine,MMR011006
 Illiterate,7024,10956,17980,Lamine,MMR011006
 Total,34689,41788,76477,Lamine,MMR011006
