Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,121214,139712,260926,Mingaladon,MMR013002
 Illiterate,3118,5504,8622,Mingaladon,MMR013002
 Total,124332,145216,269548,Mingaladon,MMR013002
