Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,17366,16636,34002,Maei(ST),MMR012016
 Illiterate,1553,3574,5127,Maei(ST),MMR012016
 Total,18919,20210,39129,Maei(ST),MMR012016
