Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,12980,13366,26346,Mineye`,MMR015003
 Illiterate,9990,14557,24547,Mineye`,MMR015003
 Total,22970,27923,50893,Mineye`,MMR015003
