Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,7610,7517,15127,Mone`,MMR014019
 Illiterate,3979,5600,9579,Mone`,MMR014019
 Total,11589,13117,24706,Mone`,MMR014019
