Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,2987,2511,5498,Kengtaung(ST),MMR014019
 Illiterate,1106,1724,2830,Kengtaung(ST),MMR014019
 Total,4093,4235,8328,Kengtaung(ST),MMR014019
